base,slope,intercept,r_value,p_value,stderr
44,-0.21571850722823,69.365152310757,-0.899406345798326,1.80719537825573E-91,0.006643944868778
45,-0.220621208575223,70.9416322177955,-0.89940633031012,1.80722821686066E-91,0.006794944474627
46,-0.225523912805919,72.5181186055777,-0.899406320046299,1.80724997887762E-91,0.006945943985345
47,-0.230426593891102,74.0945961620186,-0.899406358613801,1.80716820691142E-91,0.007096940784612
48,-0.235329299487763,75.6710748207171,-0.899406372554701,1.80713864990063E-91,0.007247939309698
49,-0.240231973591349,77.2475531474104,-0.899406333394814,1.80722167654352E-91,0.007398939126587
50,-0.245134737696832,78.824044435591,-0.899406391644873,1.80709817636131E-91,0.007549937504684
51,-0.249847649630051,80.3593490438247,-0.899862032074075,1.05746778358541E-91,0.007674676629368
52,-0.25437611883893,81.8545590438247,-0.90068394029022,3.99612258020943E-92,0.007776227131489
53,-0.258725075166003,83.3106933333333,-0.901800846408782,1.05040911566772E-92,0.007857141963247
54,-0.262899402466325,84.7287524037185,-0.903154868618382,2.03454094495576E-93,0.007919607523398
55,-0.266903610851831,86.1096625763612,-0.904698783537205,3.03842590705315E-94,0.00796550186509
56,-0.270742317738569,87.4543629747676,-0.906394161458951,3.62584369574587E-95,0.007996449304025
57,-0.274419700398406,88.7637180876494,-0.908209002198846,3.55953095339036E-96,0.00801387982563
58,-0.277940032403718,90.0386036786189,-0.910116915731676,2.94320112934571E-97,0.008019055189863
59,-0.281307237260482,91.2798207038513,-0.912095800264764,2.09008712149657E-98,0.008013097221832
60,-0.284525268146462,92.4881796945551,-0.914127036207645,1.29582311737042E-99,0.007997020675295
61,-0.287597788199583,93.6644344488712,-0.9161951603178,7.10945596621751E-101,0.007971724736882
62,-0.290528582432176,94.8093545152723,-0.918287072256974,3.49179769788793E-102,0.007938033125531
63,-0.293321018857902,95.923638061089,-0.920391574006251,1.55077652608122E-103,0.007896693679969
64,-0.295978597988996,97.0079928950863,-0.922499301929718,6.28095420327927E-105,0.007848388476985
65,-0.298504439309429,98.0630768791501,-0.924602110984653,2.33789096702453E-106,0.007793747155586
66,-0.300901981104155,99.0895737848605,-0.926693329256545,8.04854554459693E-108,0.007733344935927
67,-0.303174132953899,100.088086015936,-0.928767083220563,2.57813887065122E-109,0.00766771411882
68,-0.305323953708974,101.059254050465,-0.93081840671424,7.7251302599544E-111,0.007597351784976
69,-0.307354413735534,102.003670212483,-0.932843150937433,2.17550477431816E-112,0.00752271511401
70,-0.309268260216278,102.921905298805,-0.934837598065988,5.78493408856319E-114,0.007444239002553
71,-0.31106824632897,103.814524780876,-0.936798741757731,1.4584424142725E-115,0.007362322169982
72,-0.312757083058243,104.682079176627,-0.938723944010085,3.50007548558207E-117,0.007277345166243
73,-0.314337425763612,105.525114050465,-0.940611130498986,8.02406403605366E-119,0.007189655699921
74,-0.31581167930184,106.344126347942,-0.942458228797569,1.76449973975896E-120,0.007099599658508
75,-0.317182363346614,107.139630717131,-0.944263768850957,3.7346708091543E-122,0.007007488954504
76,-0.318451895883134,107.91212122178,-0.946026442486744,7.63582617200545E-124,0.006913624378493
77,-0.319622519521912,108.662060039841,-0.94774507401611,1.5139315736958E-125,0.006818295778703
78,-0.3206966223487,109.389933612218,-0.949418849255095,2.9210824507714E-127,0.006721772287701
79,-0.321676312198824,110.096177742364,-0.951046991321496,5.5066327493415E-129,0.006624315229801
80,-0.322563801707456,110.781243386454,-0.952628909275999,1.01829893108628E-130,0.006526175496981
81,-0.323361200455322,111.445562270916,-0.954164146971554,1.85491032003185E-132,0.006427592284326
82,-0.324070482716752,112.089539256308,-0.955652276745896,3.34371795169185E-134,0.006328800225679
83,-0.324693726124075,112.713604462151,-0.95709315131241,5.9908314834328E-136,0.006230014722066
84,-0.325232849781825,113.318148711819,-0.958486538512501,1.07226675722939E-137,0.006131454111554
85,-0.325689759134889,113.903562828685,-0.959832302118236,1.92750274593391E-139,0.006033328810086
86,-0.326066284803642,114.470224541833,-0.961130406158431,3.49929543604978E-141,0.005935839408413
87,-0.326364311667615,115.018513505976,-0.962380972571783,6.45186153804305E-143,0.005839173833291
88,-0.326585592638968,115.548792656043,-0.963583930510075,1.2162635190709E-144,0.005743532313405
89,-0.326731767027129,116.061403452855,-0.964739411802304,2.35983744390086E-146,0.005649095568891
90,-0.32680475059761,116.556722589641,-0.965847657270725,4.74439702114381E-148,0.005556038371559
91,-0.32680595848985,117.035061460823,-0.966908721881199,9.96249463582026E-150,0.005464541000434
92,-0.326737196585088,117.496772749004,-0.967922889743022,2.20170787306154E-151,0.005374768975901
93,-0.32659986188579,117.942159495352,-0.96889023948999,5.16689445384057E-153,0.005286896753215
94,-0.326395713223297,118.3715637583,-0.96981119710804,1.29802867054394E-154,0.005201071516132
95,-0.326126117017644,118.785278844622,-0.970685858744253,3.5252863123982E-156,0.005117460410266
96,-0.325792645038892,119.18362124834,-0.971514574676891,1.04466811272785E-157,0.005036207691989
97,-0.325396664162398,119.566875192563,-0.972297589804092,3.4120089222479E-159,0.004957459940467
98,-0.324939764826409,119.935359243028,-0.973035262930303,1.2404884295046E-160,0.004881352012435
99,-0.324423157882755,120.289332709163,-0.973727774530844,5.07568377125582E-162,0.004808024515542
100,-0.3238483518118,120.629094634794,-0.974375542198631,2.36101912880936E-163,0.004737594294089
101,-0.323216611800417,120.954907861886,-0.974978763968234,1.26264842549068E-164,0.00467018880401
102,-0.322529239309429,121.267041978752,-0.975537785874693,7.84548694942219E-166,0.004605914534121
103,-0.321787564788465,121.565767662683,-0.976052954335628,5.72314741805298E-167,0.004544869983808
104,-0.320992899487763,121.851351434263,-0.976524586457366,4.95237302802739E-168,0.004487147091587
105,-0.320146353936634,122.124025484728,-0.976952908564063,5.13686431460326E-169,0.004432834130513
106,-0.319249256459875,122.384056135458,-0.977338319189206,6.44509552190906E-170,0.004381994666035
107,-0.318302706886739,122.631681673307,-0.977681047028848,9.87349321521092E-171,0.004334694517486
108,-0.317308014114969,122.867149482072,-0.97798148984122,1.86105416502603E-171,0.004290973268106
109,-0.316266171808006,123.090685245684,-0.97823989793103,4.34907440421041E-172,0.004250868192099
110,-0.315178427774616,123.302530438247,-0.978456543269668,1.26824420122808E-172,0.0042144045433
111,-0.314045820451527,123.502897463479,-0.978631775748909,4.63786918400898E-173,0.004181583152958
112,-0.312869455511288,123.69202563081,-0.978765855908666,2.13590088886608E-173,0.004152400801175
113,-0.311650459874787,123.87012689243,-0.978859049845397,1.24239429912195E-173,0.004126839892006
114,-0.310389773249858,124.037415498008,-0.978911729160717,9.1364179765161E-174,0.004104855697981
115,-0.309088469740087,124.194095750332,-0.978924067438674,8.50087114999297E-174,0.004086411428162
116,-0.307747579814077,124.340388220452,-0.978896379161026,9.99323048199426E-174,0.004071442120528
117,-0.306368104648074,124.47649122178,-0.978828993731085,1.48002052526813E-173,0.004059868193303
118,-0.304950963005122,124.60260059761,-0.978722073605959,2.75279896495947E-173,0.004051613436318
119,-0.303497236881047,124.718926414343,-0.978575904013892,6.39747079345086E-173,0.004046580280669
120,-0.302007815822424,124.825659003984,-0.978390788832089,1.84592312550705E-172,0.004044656562672
121,-0.300483517814456,124.92297059761,-0.978166952602512,6.56730406479774E-172,0.004045727665313
122,-0.298925458394991,125.011073944223,-0.97790457970251,2.85907418612274E-171,0.004049678551621
123,-0.297334346272055,125.090134103586,-0.977603983109844,1.50928234441939E-170,0.004056369424545
124,-0.295711163877822,125.160344913679,-0.977265346505598,9.57404795769208E-170,0.004065670654987
125,-0.294056807968127,125.221884023904,-0.97688891347677,7.22609596809528E-169,0.004077441124184
126,-0.292372045759818,125.274916772908,-0.976474868437873,6.42490837067813E-168,0.004091539812188
127,-0.290657829406185,125.319628911023,-0.976023455074856,6.65894922379956E-167,0.004107820385957
128,-0.288914890077784,125.356180265604,-0.975534890694599,7.96050975233756E-166,0.004126134466165
129,-0.287144130601404,125.384750743692,-0.975009272368228,1.08676793974097E-164,0.004146346041117
130,-0.285346286549042,125.405490584329,-0.974446979273632,1.67523516535086E-163,0.004168292620023
131,-0.283522131512047,125.418563851262,-0.973848058861259,2.8881272067227E-162,0.004191842082018
132,-0.281672542136217,125.42414626826,-0.973212691341302,5.51342332356809E-161,0.004216854022591
133,-0.279798200417378,125.42237750332,-0.972541112263676,1.15390085873214E-159,0.00424318313862
134,-0.277899928438626,125.413422138114,-0.971833479704263,2.62324156491287E-158,0.004270695641064
135,-0.27597838740277,125.397427357238,-0.971089930981752,6.42108781853568E-157,0.004299260216904
136,-0.274034414949725,125.374550903054,-0.970310649223019,1.67781512040566E-155,0.004328748350402
137,-0.272068650350977,125.34493373174,-0.969495739271795,4.64337636357512E-154,0.004359038440065
138,-0.270081827736672,125.308723837981,-0.968645430513851,1.35031390022402E-152,0.004390005142259
139,-0.268074697780307,125.266071713147,-0.967759783000292,4.09816269942315E-151,0.004421540419655
140,-0.266047866666667,125.217106148738,-0.966838992460947,1.2891312976599E-149,0.004453528271741
141,-0.264002126048188,125.161983213811,-0.965883134625005,4.17776863001349E-148,0.004485868900854
142,-0.261938016239803,125.100823359894,-0.964892369446285,1.38663746303731E-146,0.004518456768723
143,-0.259856319104534,125.03377815405,-0.963866785527206,4.68893223319078E-145,0.004551199843566
144,-0.257757634452666,124.9609724834,-0.962806558675952,1.60709000288376E-143,0.004584001549008
145,-0.255642619237336,124.882546414343,-0.961711696772781,5.55944177309228E-142,0.00461678168022
146,-0.253511863555303,124.798616361222,-0.960582393422956,1.93243926774735E-140,0.00464945090724
147,-0.251366050464807,124.709322177955,-0.959418660447374,6.72546518237398E-139,0.004681937327392
148,-0.249205820830962,124.614795537849,-0.958220629018953,2.33513957166024E-137,0.004714164699895
149,-0.247031699411876,124.515146600266,-0.956988396590583,8.06282573052312E-136,0.004746060632207
150,-0.244844321608803,124.410503691899,-0.955722041345643,2.76058802563884E-134,0.004777559683536
151,-0.242644352191235,124.301000677291,-0.954421583675205,9.34956625776651E-133,0.004808603874741
152,-0.240432265300702,124.186739256308,-0.953087142887853,3.12448679822357E-131,0.004839129183272
153,-0.23820874589262,124.067853240372,-0.951718765751964,1.02817797924348E-129,0.004869083218545
154,-0.235974299753367,123.944452656042,-0.950316507465104,3.32539895850035E-128,0.004898412629626
155,-0.233729505900209,123.816655564409,-0.948880369745534,1.05542126208977E-126,0.004927071309358
156,-0.231474900701954,123.684571367862,-0.947410487438682,3.28149604147216E-125,0.004955008114311
157,-0.229211075166003,123.5483162417,-0.945906883160932,9.98224378610866E-124,0.004982181780867
158,-0.226938542895086,123.408003173971,-0.944369492919387,2.96813749594988E-122,0.005008556161287
159,-0.224657861506356,123.263738911023,-0.942798473592702,8.61535505250681E-121,0.005034087524459
160,-0.222369477063176,123.115627808765,-0.941193730531809,2.43960823584222E-119,0.005058744327844
161,-0.220074070271296,122.96378938911,-0.939555362453476,6.73313453218166E-118,0.005082493194509
162,-0.217772000379435,122.808316401062,-0.937883342010216,1.81015230108488E-116,0.005105301561199
163,-0.215463868487953,122.649320411687,-0.936177694506083,4.73757633048089E-115,0.005127141939708
164,-0.21315015738949,122.486903041169,-0.934438421358085,1.20653388669594E-113,0.005147987135382
165,-0.210831334547524,122.321164023904,-0.932665495143836,2.98894743864774E-112,0.005167812598036
166,-0.208507930108139,122.152208087649,-0.930858873486394,7.20085030091809E-111,0.005186597569226
167,-0.206180371314741,121.980126733068,-0.929018595590573,1.68651664991631E-109,0.005204316950198
168,-0.203849207816354,121.805025312085,-0.92714467716639,3.83917338346625E-108,0.005220951376525
169,-0.201514909580725,121.627004794157,-0.925236967999593,8.49498562103634E-107,0.005236487639933
170,-0.199177879795105,121.446150876494,-0.923295486379642,1.82682882159736E-105,0.00525090529542
171,-0.196838629937393,121.262562629482,-0.921320240042529,3.81770841620407E-104,0.005264188595378
172,-0.194497599620565,121.076335312085,-0.919311080206338,7.7545165192733E-103,0.005276327129476
173,-0.192155263517359,120.887560358566,-0.917268076788217,1.5307338000077E-101,0.005287304385102
174,-0.189812022766079,120.696326294821,-0.915191071944156,2.93725158840845E-100,0.005297111447503
175,-0.187468377233921,120.502730557769,-0.913080041198976,5.47906342163585E-99,0.005305738275834
176,-0.185124687687346,120.306851819389,-0.910934921626933,9.93699533410645E-98,0.00531317339766
177,-0.182781445873648,120.108787290837,-0.908755620810519,1.75255265598381E-96,0.005319411032055
178,-0.180439105141339,119.908627065073,-0.906542028885949,3.00643779387899E-95,0.005324445838105
179,-0.178097983380763,119.706445099602,-0.904294110992288,5.0171754677415E-94,0.005328266872309
180,-0.175758604894707,119.502341115538,-0.902011667637965,8.14790364674241E-93,0.005330875495465
181,-0.173421302599127,119.296387715803,-0.899694722673542,1.28780146676768E-91,0.005332260977618
182,-0.171086523923354,119.088674754316,-0.897343055434446,1.98168997479059E-90,0.005332424570418
183,-0.168754698994498,118.879287861886,-0.894956608528952,2.96954575489394E-89,0.005331362639297
184,-0.166426114361601,118.668294714475,-0.892535281008177,4.33430887285334E-88,0.005329069124819
185,-0.164101318611269,118.455794900398,-0.890078888079913,6.16415075100701E-87,0.005325549419693
186,-0.161780562625688,118.241852244356,-0.887587316970929,8.54403070273266E-86,0.005320797884026
187,-0.159464352950104,118.026559774236,-0.885060377847202,1.15461028995137E-84,0.005314819964875
188,-0.157152951014988,117.809982363878,-0.882497954931442,1.52160846825048E-83,0.005307611527241
189,-0.154846837488143,117.592208911023,-0.879899841503249,1.95620927342953E-82,0.00529917879435
190,-0.152546327376209,117.373308087649,-0.877265992622829,2.45387324271844E-81,0.005289518643905
191,-0.150251829254411,117.153361354582,-0.874596115463724,3.00465823540273E-80,0.00527863826383
192,-0.147963702143806,116.932443492696,-0.871890015033241,3.59236412364314E-79,0.005266540950132
193,-0.145682242762284,116.710620371846,-0.869147551450109,4.19488126107319E-78,0.005253226835221
194,-0.143407892240562,116.487974767596,-0.8663684907595,4.78584813372307E-77,0.005238704041907
195,-0.141140962018592,116.264575524568,-0.86355261667748,5.33621065507913E-76,0.005222976005768
196,-0.138881817340163,116.040495325365,-0.860699712196029,5.81665420604092E-75,0.005206048522875
197,-0.136630791197116,115.815803598938,-0.857809578935585,6.20013260322727E-74,0.005187926172214
198,-0.134388292544109,115.590579083665,-0.854881942444341,6.46488186445414E-73,0.005168618573245
199,-0.132154583418706,115.364881580345,-0.851916587205433,6.59586148107E-72,0.005148128759105
200,-0.129929966002656,115.138776719788,-0.848913246457676,6.58668434179082E-71,0.005126462709229
201,-0.127714929083665,114.912350438247,-0.845871666759545,6.4397759773579E-70,0.005103633831766
202,-0.125509657901726,114.685655471448,-0.842791400225652,6.16686839020208E-69,0.005079647960673
203,-0.123314515120471,114.458760066401,-0.839672435691278,5.78477197751218E-68,0.005054509038046
204,-0.121129897856194,114.231741288181,-0.836514286713936,5.31764513023049E-67,0.005028232764827
205,-0.118955987554544,114.004647622842,-0.833316711844603,4.79143840728623E-66,0.005000821119049
206,-0.116793247353443,113.777562111554,-0.830079279825514,4.23330657068069E-65,0.004972291819116
207,-0.114641912274711,113.550538632138,-0.826801829371796,3.66801111014542E-64,0.004942648068053
208,-0.112502267273762,113.323639003984,-0.823483867541659,3.11802593763432E-63,0.00491190173803
209,-0.110374714323658,113.096937556441,-0.820125006179744,2.60106456297045E-62,0.00488006794973
210,-0.108259490495162,112.870487330677,-0.81672510676969,2.12959511647345E-61,0.004847150401227
211,-0.106156926275849,112.644354528552,-0.813283623753736,1.71188930869145E-60,0.004813164545438
212,-0.104067286359325,112.418598618858,-0.809799869913904,1.35167623583781E-59,0.004778125307626
213,-0.101990916486435,112.19328249668,-0.806273935931286,1.04825805323911E-58,0.004742038057775
214,-0.099928052513755,111.968461779548,-0.802705103435144,7.98813851694519E-58,0.004704917317959
215,-0.097879022955796,111.744199933599,-0.799092987371219,5.98269715965989E-57,0.004666776324027
216,-0.095844136748245,111.520558990704,-0.795437082919045,4.40492636415274E-56,0.004627629621452
217,-0.09382364742933,111.297592881806,-0.79173703102004,3.18894361879241E-55,0.004587486963169
218,-0.091817855055967,111.0753624834,-0.787992197255364,2.2706841361801E-54,0.004546364841624
219,-0.089826997381901,110.853921354582,-0.784201826445522,1.59082342226955E-53,0.004504278467561
220,-0.087851393739328,110.633328167331,-0.780366019633456,1.09648105080045E-52,0.004461234443963
221,-0.085891349269588,110.413645086321,-0.77648382844832,7.43842011201357E-52,0.00441725469066
222,-0.083947105520774,110.194925139442,-0.772554473008437,4.96820506644643E-51,0.004372355210346
223,-0.082018888787706,109.977217091633,-0.768577660966283,3.26729132826214E-50,0.004326544322218
224,-0.080107009144375,109.760580783533,-0.764552790846887,2.11610327270861E-49,0.004279839347887
225,-0.078211719673686,109.545070066401,-0.76047904294067,1.35012669175926E-48,0.004232257662823
226,-0.076333312464428,109.330742430279,-0.756355704990501,8.48788230887151E-48,0.004183817282312
227,-0.07447201828875,109.117646626826,-0.75218239590153,5.25824421019646E-47,0.004134528774064
228,-0.072628110036046,108.90583877822,-0.74795800933641,3.21114644233117E-46,0.004084414417628
229,-0.070801858015557,108.695372164675,-0.743682083871518,1.93325987879516E-45,0.004033488255225
230,-0.068993482906469,108.486294966799,-0.739353817284798,1.14768286724046E-44,0.003981765947521
231,-0.067203289394802,108.278666082337,-0.734972121656837,6.72029549283898E-44,0.003929271349922
232,-0.065431445114779,108.072526002656,-0.73053635983611,3.88182227884842E-43,0.003876015033609
233,-0.063678290874597,107.867936361222,-0.726045933132565,2.21207188141605E-42,0.003822017561016
234,-0.061943989224056,107.664938353254,-0.721499480647184,1.24404390745812E-41,0.003767297583769
235,-0.060228820489471,107.463587011952,-0.716895825849349,6.90651530107589E-41,0.003711878410177
236,-0.058533071219882,107.263935272244,-0.712234867887844,3.78446024925049E-40,0.003655772495056
237,-0.056856900170746,107.066023665339,-0.707515011849925,2.04757091816322E-39,0.003599000453609
238,-0.055200584784671,106.869905922975,-0.702735070848019,1.09409741014638E-38,0.003541585696569
239,-0.053564384898501,106.675632695883,-0.697894297393743,5.77394791778002E-38,0.003483546285534
240,-0.051948463820907,106.48324371846,-0.692991145722227,3.01036567357316E-37,0.003424901960013
241,-0.050353133826598,106.292796029216,-0.688024737060013,1.55066288546909E-36,0.003365675655137
242,-0.048778528324796,106.104324528552,-0.682993855549765,7.89281094772404E-36,0.003305881851779
243,-0.047224999962057,105.91789252324,-0.677896578990407,3.97113435187833E-35,0.00324555604816
244,-0.045692670992222,105.733532563081,-0.672732018677833,1.97498928263989E-34,0.003184708724359
245,-0.04418184063745,105.551299800797,-0.667498822536291,9.71041120366021E-34,0.003123366796154
246,-0.042692673648264,105.371233027888,-0.66219520542969,4.72101602507339E-33,0.003061551471953
247,-0.041225375298805,105.193375737052,-0.656819363891897,2.27012619910895E-32,0.002999286583676
248,-0.039780227964333,105.017780132802,-0.651370101351113,1.07965672136001E-31,0.00293659663912
249,-0.038357389717321,104.844483439575,-0.645845568291901,5.0794859136266E-31,0.002873502433185
250,-0.036957133978372,104.673537091633,-0.64024395906513,2.36435130731043E-30,0.002810032821065
251,-0.035579624056156,104.504979229748,-0.634562579965599,1.08921471220635E-29,0.002746214825512
252,-0.03422512464428,104.338858565737,-0.628800844300977,4.9649789320828E-29,0.002682067672284
253,-0.032893789565547,104.175212377158,-0.622955179411309,2.24052022192888E-28,0.002617623542314
254,-0.031585840865111,104.014084302789,-0.617024202989086,1.00084932258277E-27,0.002552904061147
255,-0.030301517814457,103.855520996016,-0.61100538690859,4.42643068952465E-27,0.002487940329955
256,-0.029040994042876,103.699560810093,-0.604895838547472,1.93866373847422E-26,0.002422760223547
257,-0.027804483551508,103.546246374502,-0.598693410363064,8.40851885818184E-26,0.002357389903661
258,-0.026592120280782,103.395611088977,-0.592394302186881,3.6129494842195E-25,0.002291858764889
259,-0.025404283058243,103.247717662683,-0.585997275288002,1.53748977653411E-24,0.002226201602147
260,-0.024240979700247,103.102583399734,-0.579497695502093,6.48295924951435E-24,0.002160441293256
261,-0.023102516410548,102.960262284197,-0.572892790007309,2.7085900549933E-23,0.002094615290506
262,-0.021989095655473,102.820795325365,-0.566179010509965,1.1214397579378E-22,0.002028756432645
263,-0.02090078740277,102.684206719788,-0.559351843272689,4.60245771463838E-22,0.001962889891507
264,-0.019837909315121,102.550551660027,-0.552407936155783,1.87229509135003E-21,0.00189705723427
265,-0.018800629330298,102.419866308101,-0.545343106198146,7.55041999583793E-21,0.001831290471897
266,-0.017789120470499,102.292187715803,-0.538151946045914,3.01924834456887E-20,0.001765627426045
267,-0.01680354293303,102.167550690571,-0.530829907282902,1.19721805015751E-19,0.001700099862896
268,-0.015844144261051,102.046001341301,-0.523371720829037,4.70804885661753E-19,0.001634751367606
269,-0.014911059229748,101.92757122178,-0.515771376932988,1.83643031938167E-18,0.001569616893534
270,-0.014004532270916,101.812305896414,-0.508022572185551,7.10611426016312E-18,0.001504743361114
271,-0.013124673875925,101.700233466135,-0.500118554654055,2.72814702829505E-17,0.001440164759648
272,-0.012271697211155,101.591395219123,-0.492052073591985,1.0392738944313E-16,0.001375927267313
273,-0.011445797837223,101.485830159363,-0.483814733260072,3.92919546783132E-16,0.0013120788942
274,-0.010647088673876,101.383566414343,-0.47539747441735,1.47457481222907E-15,0.001248659523142
275,-0.00987587721495,101.284656998672,-0.466792326380152,5.49251382441741E-15,0.001185727275871
276,-0.00913224063745,101.189125378486,-0.457987624958403,2.03121841074099E-14,0.001123325066194
277,-0.00841633230886,101.097004767596,-0.448970270052541,7.46068317961439E-14,0.001061507019328
278,-0.007728389148169,101.008338618858,-0.439730413753833,2.72091302530722E-13,0.001000326830434
279,-0.007068571504458,100.923160969456,-0.430251655103375,9.85744778157977E-13,0.000939847083392
280,-0.006437056649592,100.841507622842,-0.420518847716008,3.54773544292123E-12,0.000880127010966
281,-0.005833970555872,100.763407795485,-0.410512410186496,1.26894573976616E-11,0.000821228584829
282,-0.005259503092392,100.688898698539,-0.400213689867527,4.51056410421179E-11,0.000763217878501
283,-0.004713865376589,100.618020464807,-0.389598464360323,1.59392013448194E-10,0.000706175647653
284,-0.004197163877822,100.550799296149,-0.378641181754222,5.60021005254614E-10,0.000650167509303
285,-0.003709596205654,100.487273359894,-0.367310295378465,1.9570728147529E-09,0.000595282053143
286,-0.003251294479226,100.427472151394,-0.355568072285847,6.80608960334949E-09,0.000541605500032
287,-0.002822475962815,100.371436082337,-0.343375808237405,2.35544770641184E-08,0.000489235637583
288,-0.002423259647126,100.319192749004,-0.330681914265136,8.1168103932946E-08,0.000438271510985
289,-0.002053826143047,100.270777742364,-0.317424185972499,2.78689010386227E-07,0.000388832227725
290,-0.001714297628533,100.226218818061,-0.303528713325858,9.53951973904303E-07,0.000341034785444
291,-0.00140490525517,100.185558021248,-0.288904541883981,3.25744582667885E-06,0.000295030777252
292,-0.001125741301461,100.148819070385,-0.273428640120764,1.11115183731918E-05,0.000250969744052
293,-0.000876987288939,100.116037317397,-0.256944667886843,3.79153575755237E-05,0.000209036763701
294,-0.000658795370897,100.087244169987,-0.239239112394419,0.000129680860444,0.000169441710564
295,-0.000471316562322,100.062470836653,-0.219998088071199,0.000446186216081,0.000132440719042
296,-0.000314698842724,100.041747994688,-0.198758546433043,0.001551656256857,9.83370608223935E-05
297,-0.000189127224436,100.025111208499,-0.174719094752295,0.005509388253358,6.75432442812663E-05
298,-9.47092392335414E-05,100.012585670651,-0.146289685111037,0.020417652253317,4.0586483622688E-05
299,-3.16163915765517E-05,100.00420498008,-0.109108945117996,0.084502900492369,1.82537321875268E-05
300,0,100,0,1,0
301,0,100,0,1,0
302,0,100,0,1,0
303,0,100,0,1,0
304,0,100,0,1,0
305,0,100,0,1,0
306,0,100,0,1,0
307,0,100,0,1,0
308,0,100,0,1,0
309,0,100,0,1,0
310,0,100,0,1,0
311,0,100,0,1,0
